"lon","lat","country","continent","piece"
17.473,-8.069,"Dem. Rep. Congo","Africa","p075"
16.327,-5.877,"Dem. Rep. Congo","Africa","p075"
12.182,-5.79,"Dem. Rep. Congo","Africa","p075"
13.6,-4.5,"Dem. Rep. Congo","Africa","p075"
14.583,-4.97,"Dem. Rep. Congo","Africa","p075"
16.006,-3.535,"Dem. Rep. Congo","Africa","p075"
16.407,-1.741,"Dem. Rep. Congo","Africa","p075"
17.639,-0.425,"Dem. Rep. Congo","Africa","p075"
18.543,4.202,"Dem. Rep. Congo","Africa","p075"
19.468,5.032,"Dem. Rep. Congo","Africa","p075"
22.405,4.029,"Dem. Rep. Congo","Africa","p075"
22.841,4.71,"Dem. Rep. Congo","Africa","p075"
25.65,5.256,"Dem. Rep. Congo","Africa","p075"
27.374,5.234,"Dem. Rep. Congo","Africa","p075"
28.429,4.287,"Dem. Rep. Congo","Africa","p075"
29.716,4.601,"Dem. Rep. Congo","Africa","p075"
30.834,3.509,"Dem. Rep. Congo","Africa","p075"
30.773,2.34,"Dem. Rep. Congo","Africa","p075"
31.174,2.204,"Dem. Rep. Congo","Africa","p075"
29.876,0.597,"Dem. Rep. Congo","Africa","p075"
29.025,-2.839,"Dem. Rep. Congo","Africa","p075"
29.34,-4.5,"Dem. Rep. Congo","Africa","p075"
9.922,54.983,"Denmark","Europe","p076"
8.526,54.963,"Denmark","Europe","p076"
8.09,56.54,"Denmark","Europe","p076"
10.58,57.73,"Denmark","Europe","p076"
10.25,56.89,"Denmark","Europe","p076"
10.912,56.459,"Denmark","Europe","p076"
9.65,55.47,"Denmark","Europe","p076"
9.922,54.983,"Denmark","Europe","p076"
12.371,56.111,"Denmark","Europe","p077"
12.69,55.61,"Denmark","Europe","p077"
12.09,54.8,"Denmark","Europe","p077"
11.044,55.365,"Denmark","Europe","p077"
10.904,55.78,"Denmark","Europe","p077"
12.371,56.111,"Denmark","Europe","p077"
42.352,12.542,"Djibouti","Africa","p078"
43.318,12.39,"Djibouti","Africa","p078"
42.777,10.927,"Djibouti","Africa","p078"
41.756,11.051,"Djibouti","Africa","p078"
42.352,12.542,"Djibouti","Africa","p078"
-71.708,18.045,"Dominican Rep.","North America","p079"
-71.587,19.885,"Dominican Rep.","North America","p079"
-69.951,19.648,"Dominican Rep.","North America","p079"
-68.318,18.612,"Dominican Rep.","North America","p079"
-68.689,18.205,"Dominican Rep.","North America","p079"
-70.669,18.427,"Dominican Rep.","North America","p079"
-71.4,17.599,"Dominican Rep.","North America","p079"
-71.708,18.045,"Dominican Rep.","North America","p079"
-75.373,-0.152,"Ecuador","South America","p080"
-75.545,-1.562,"Ecuador","South America","p080"
-77.838,-3.003,"Ecuador","South America","p080"
-78.64,-4.548,"Ecuador","South America","p080"
-79.205,-4.959,"Ecuador","South America","p080"
-80.442,-4.426,"Ecuador","South America","p080"
-79.77,-2.658,"Ecuador","South America","p080"
-80.968,-2.247,"Ecuador","South America","p080"
-80.934,-1.057,"Ecuador","South America","p080"
-80.091,0.768,"Ecuador","South America","p080"
-78.855,1.381,"Ecuador","South America","p080"
-75.373,-0.152,"Ecuador","South America","p080"
36.866,22.0,"Egypt","Africa","p081"
25.0,22.0,"Egypt","Africa","p081"
24.7,30.044,"Egypt","Africa","p081"
25.165,31.569,"Egypt","Africa","p081"
28.914,30.87,"Egypt","Africa","p081"
30.977,31.556,"Egypt","Africa","p081"
31.96,30.934,"Egypt","Africa","p081"
34.265,31.219,"Egypt","Africa","p081"
34.923,29.501,"Egypt","Africa","p081"
34.155,27.823,"Egypt","Africa","p081"
32.32,29.76,"Egypt","Africa","p081"
35.692,23.927,"Egypt","Africa","p081"
35.526,23.102,"Egypt","Africa","p081"
36.866,22.0,"Egypt","Africa","p081"
-89.353,14.424,"El Salvador","North America","p082"
-87.724,13.785,"El Salvador","North America","p082"
-87.904,13.149,"El Salvador","North America","p082"
-90.096,13.735,"El Salvador","North America","p082"
-89.353,14.424,"El Salvador","North America","p082"
9.649,2.284,"Eq. Guinea","Africa","p083"
11.276,2.261,"Eq. Guinea","Africa","p083"
11.285,1.058,"Eq. Guinea","Africa","p083"
9.493,1.01,"Eq. Guinea","Africa","p083"
9.649,2.284,"Eq. Guinea","Africa","p083"
36.43,14.422,"Eritrea","Africa","p084"
36.853,16.957,"Eritrea","Africa","p084"
38.41,17.998,"Eritrea","Africa","p084"
39.266,15.923,"Eritrea","Africa","p084"
43.081,12.7,"Eritrea","Africa","p084"
42.352,12.542,"Eritrea","Africa","p084"
40.026,14.52,"Eritrea","Africa","p084"
37.906,14.959,"Eritrea","Africa","p084"
37.594,14.213,"Eritrea","Africa","p084"
36.43,14.422,"Eritrea","Africa","p084"
27.981,59.475,"Estonia","Europe","p085"
27.288,57.475,"Estonia","Europe","p085"
24.313,57.793,"Estonia","Europe","p085"
24.429,58.383,"Estonia","Europe","p085"
23.427,58.613,"Estonia","Europe","p085"
23.34,59.187,"Estonia","Europe","p085"
27.981,59.475,"Estonia","Europe","p085"
47.789,8.003,"Ethiopia","Africa","p086"
44.964,5.002,"Ethiopia","Africa","p086"
43.661,4.958,"Ethiopia","Africa","p086"
41.855,3.919,"Ethiopia","Africa","p086"
40.768,4.257,"Ethiopia","Africa","p086"
39.559,3.422,"Ethiopia","Africa","p086"
36.159,4.448,"Ethiopia","Africa","p086"
34.707,6.594,"Ethiopia","Africa","p086"
32.954,7.785,"Ethiopia","Africa","p086"
33.825,8.379,"Ethiopia","Africa","p086"
34.257,10.63,"Ethiopia","Africa","p086"
35.864,12.578,"Ethiopia","Africa","p086"
36.43,14.422,"Ethiopia","Africa","p086"
37.594,14.213,"Ethiopia","Africa","p086"
37.906,14.959,"Ethiopia","Africa","p086"
40.026,14.52,"Ethiopia","Africa","p086"
41.599,13.452,"Ethiopia","Africa","p086"
42.352,12.542,"Ethiopia","Africa","p086"
41.756,11.051,"Ethiopia","Africa","p086"
42.777,10.927,"Ethiopia","Africa","p086"
42.559,10.573,"Ethiopia","Africa","p086"
43.679,9.184,"Ethiopia","Africa","p086"
47.789,8.003,"Ethiopia","Africa","p086"
-61.2,-51.85,"Falkland Is.","South America","p087"
-58.55,-51.1,"Falkland Is.","South America","p087"
-57.75,-51.55,"Falkland Is.","South America","p087"
-59.4,-52.2,"Falkland Is.","South America","p087"
-61.2,-51.85,"Falkland Is.","South America","p087"
180.0,-16.067,"Fiji","Oceania","p088"
180.0,-16.555,"Fiji","Oceania","p088"
178.725,-17.012,"Fiji","Oceania","p088"
178.597,-16.639,"Fiji","Oceania","p088"
180.0,-16.067,"Fiji","Oceania","p088"
178.126,-17.505,"Fiji","Oceania","p089"
178.718,-17.628,"Fiji","Oceania","p089"
178.553,-18.151,"Fiji","Oceania","p089"
177.381,-18.164,"Fiji","Oceania","p089"
177.671,-17.381,"Fiji","Oceania","p089"
178.126,-17.505,"Fiji","Oceania","p089"
28.592,69.065,"Finland","Europe","p090"
28.446,68.365,"Finland","Europe","p090"
29.977,67.698,"Finland","Europe","p090"
29.055,66.944,"Finland","Europe","p090"
30.218,65.806,"Finland","Europe","p090"
29.544,64.949,"Finland","Europe","p090"
30.445,64.204,"Finland","Europe","p090"
30.036,63.553,"Finland","Europe","p090"
31.516,62.868,"Finland","Europe","p090"
31.14,62.358,"Finland","Europe","p090"
28.07,60.504,"Finland","Europe","p090"
22.87,59.846,"Finland","Europe","p090"
21.322,60.72,"Finland","Europe","p090"
21.545,61.705,"Finland","Europe","p090"
21.059,62.607,"Finland","Europe","p090"
21.536,63.19,"Finland","Europe","p090"
25.398,65.111,"Finland","Europe","p090"
23.566,66.396,"Finland","Europe","p090"
23.539,67.936,"Finland","Europe","p090"
20.646,69.106,"Finland","Europe","p090"
24.736,68.65,"Finland","Europe","p090"
26.18,69.825,"Finland","Europe","p090"
27.732,70.164,"Finland","Europe","p090"
29.016,69.766,"Finland","Europe","p090"
28.592,69.065,"Finland","Europe","p090"
68.935,-48.625,"Fr. S. Antarctic Lands","Seven seas (open ocean)","p091"
70.56,-49.255,"Fr. S. Antarctic Lands","Seven seas (open ocean)","p091"
70.28,-49.71,"Fr. S. Antarctic Lands","Seven seas (open ocean)","p091"
68.745,-49.775,"Fr. S. Antarctic Lands","Seven seas (open ocean)","p091"
68.935,-48.625,"Fr. S. Antarctic Lands","Seven seas (open ocean)","p091"
-51.658,4.156,"France","Europe","p092"
-52.94,2.125,"France","Europe","p092"
-54.525,2.312,"France","Europe","p092"
-54.007,3.62,"France","Europe","p092"
-54.479,4.897,"France","Europe","p092"
-53.958,5.757,"France","Europe","p092"
-51.658,4.156,"France","Europe","p092"
6.186,49.464,"France","Europe","p093"
8.099,49.018,"France","Europe","p093"
7.467,47.621,"France","Europe","p093"
6.037,46.726,"France","Europe","p093"
6.844,45.991,"France","Europe","p093"
7.435,43.694,"France","Europe","p093"
6.529,43.129,"France","Europe","p093"
3.1,43.075,"France","Europe","p093"
2.986,42.473,"France","Europe","p093"
1.827,42.343,"France","Europe","p093"
-1.901,43.423,"France","Europe","p093"
-1.194,46.015,"France","Europe","p093"
-2.963,47.57,"France","Europe","p093"
-4.492,47.955,"France","Europe","p093"
-4.592,48.684,"France","Europe","p093"
-1.617,48.644,"France","Europe","p093"
-1.933,49.776,"France","Europe","p093"
-0.989,49.347,"France","Europe","p093"
1.339,50.127,"France","Europe","p093"
1.639,50.947,"France","Europe","p093"
2.514,51.149,"France","Europe","p093"
4.286,49.907,"France","Europe","p093"
6.186,49.464,"France","Europe","p093"
8.746,42.628,"France","Europe","p094"
9.39,43.01,"France","Europe","p094"
9.23,41.38,"France","Europe","p094"
8.746,42.628,"France","Europe","p094"
11.276,2.261,"Gabon","Africa","p095"
12.951,2.322,"Gabon","Africa","p095"
13.283,1.314,"Gabon","Africa","p095"
14.276,1.197,"Gabon","Africa","p095"
13.843,0.039,"Gabon","Africa","p095"
14.425,-1.333,"Gabon","Africa","p095"
13.992,-2.471,"Gabon","Africa","p095"
12.575,-1.949,"Gabon","Africa","p095"
11.478,-2.766,"Gabon","Africa","p095"
11.855,-3.427,"Gabon","Africa","p095"
11.094,-3.979,"Gabon","Africa","p095"
8.798,-1.111,"Gabon","Africa","p095"
9.493,1.01,"Gabon","Africa","p095"
11.285,1.058,"Gabon","Africa","p095"
11.276,2.261,"Gabon","Africa","p095"
-16.714,13.595,"Gambia","Africa","p096"
-13.845,13.505,"Gambia","Africa","p096"
-16.842,13.151,"Gambia","Africa","p096"
-16.714,13.595,"Gambia","Africa","p096"
39.955,43.435,"Georgia","Asia","p097"
45.47,42.503,"Georgia","Asia","p097"
46.638,41.182,"Georgia","Asia","p097"
41.554,41.536,"Georgia","Asia","p097"
41.453,42.645,"Georgia","Asia","p097"
39.955,43.435,"Georgia","Asia","p097"
14.12,53.757,"Germany","Europe","p098"
15.017,51.107,"Germany","Europe","p098"
12.24,50.266,"Germany","Europe","p098"
13.596,48.877,"Germany","Europe","p098"
12.884,48.289,"Germany","Europe","p098"
12.933,47.468,"Germany","Europe","p098"
7.467,47.621,"Germany","Europe","p098"
8.099,49.018,"Germany","Europe","p098"
6.658,49.202,"Germany","Europe","p098"
6.043,50.128,"Germany","Europe","p098"
5.989,51.852,"Germany","Europe","p098"
6.843,52.228,"Germany","Europe","p098"
7.1,53.694,"Germany","Europe","p098"
8.122,53.528,"Germany","Europe","p098"
8.801,54.021,"Germany","Europe","p098"
8.526,54.963,"Germany","Europe","p098"
9.922,54.983,"Germany","Europe","p098"
10.939,54.009,"Germany","Europe","p098"
12.518,54.47,"Germany","Europe","p098"
14.12,53.757,"Germany","Europe","p098"
0.024,11.019,"Ghana","Africa","p099"
1.06,5.929,"Ghana","Africa","p099"
-1.965,4.71,"Ghana","Africa","p099"
-2.856,4.994,"Ghana","Africa","p099"
-3.244,6.25,"Ghana","Africa","p099"
-2.562,8.22,"Ghana","Africa","p099"
-2.94,10.963,"Ghana","Africa","p099"
0.024,11.019,"Ghana","Africa","p099"
26.29,35.3,"Greece","Europe","p100"
24.725,34.92,"Greece","Europe","p100"
23.515,35.28,"Greece","Europe","p100"
23.7,35.705,"Greece","Europe","p100"
26.29,35.3,"Greece","Europe","p100"
22.952,41.338,"Greece","Europe","p101"
26.604,41.562,"Greece","Europe","p101"
26.057,40.824,"Greece","Europe","p101"
23.715,40.687,"Greece","Europe","p101"
24.408,40.125,"Greece","Europe","p101"
22.626,40.257,"Greece","Europe","p101"
24.04,37.655,"Greece","Europe","p101"
23.115,37.92,"Greece","Europe","p101"
23.41,37.41,"Greece","Europe","p101"
22.775,37.305,"Greece","Europe","p101"
23.154,36.423,"Greece","Europe","p101"
22.49,36.41,"Greece","Europe","p101"
21.67,36.845,"Greece","Europe","p101"
20.15,39.625,"Greece","Europe","p101"
21.02,40.843,"Greece","Europe","p101"
22.952,41.338,"Greece","Europe","p101"
-46.764,82.628,"Greenland","North America","p102"
-38.622,83.549,"Greenland","North America","p102"
-27.1,83.52,"Greenland","North America","p102"
-20.845,82.727,"Greenland","North America","p102"
-31.396,82.022,"Greenland","North America","p102"
-22.903,82.093,"Greenland","North America","p102"
-22.072,81.734,"Greenland","North America","p102"
-23.17,81.153,"Greenland","North America","p102"
-15.768,81.912,"Greenland","North America","p102"
-12.209,81.292,"Greenland","North America","p102"
-20.046,80.177,"Greenland","North America","p102"
-17.73,80.129,"Greenland","North America","p102"
-19.705,78.751,"Greenland","North America","p102"
-19.674,77.639,"Greenland","North America","p102"
-18.473,76.986,"Greenland","North America","p102"
-21.679,76.628,"Greenland","North America","p102"
-19.834,76.098,"Greenland","North America","p102"
-19.599,75.248,"Greenland","North America","p102"
-20.668,75.156,"Greenland","North America","p102"
-19.373,74.296,"Greenland","North America","p102"
-21.594,74.224,"Greenland","North America","p102"
-20.435,73.817,"Greenland","North America","p102"
-20.762,73.464,"Greenland","North America","p102"
-23.566,73.307,"Greenland","North America","p102"
-22.3,72.184,"Greenland","North America","p102"
-24.793,72.33,"Greenland","North America","p102"
-22.133,71.469,"Greenland","North America","p102"
-21.754,70.664,"Greenland","North America","p102"
-23.536,70.471,"Greenland","North America","p102"
-25.543,71.431,"Greenland","North America","p102"
-25.201,70.752,"Greenland","North America","p102"
-26.363,70.226,"Greenland","North America","p102"
-22.349,70.129,"Greenland","North America","p102"
-27.747,68.47,"Greenland","North America","p102"
-31.777,68.121,"Greenland","North America","p102"
-34.202,66.68,"Greenland","North America","p102"
-39.812,65.458,"Greenland","North America","p102"
-41.189,63.482,"Greenland","North America","p102"
-42.819,62.682,"Greenland","North America","p102"
-42.417,61.901,"Greenland","North America","p102"
-43.378,60.098,"Greenland","North America","p102"
-44.788,60.037,"Greenland","North America","p102"
-46.264,60.853,"Greenland","North America","p102"
-48.263,60.858,"Greenland","North America","p102"
-51.633,63.627,"Greenland","North America","p102"
-52.277,65.177,"Greenland","North America","p102"
-53.662,66.1,"Greenland","North America","p102"
-53.302,66.837,"Greenland","North America","p102"
-53.969,67.189,"Greenland","North America","p102"
-52.98,68.358,"Greenland","North America","p102"
-51.475,68.73,"Greenland","North America","p102"
-50.871,69.929,"Greenland","North America","p102"
-53.456,69.284,"Greenland","North America","p102"
-54.683,69.61,"Greenland","North America","p102"
-54.359,70.821,"Greenland","North America","p102"
-51.39,70.57,"Greenland","North America","p102"
-55.835,71.654,"Greenland","North America","p102"
-54.718,72.586,"Greenland","North America","p102"
-58.585,75.517,"Greenland","North America","p102"
-61.269,76.102,"Greenland","North America","p102"
-68.504,76.061,"Greenland","North America","p102"
-71.403,77.009,"Greenland","North America","p102"
-66.764,77.376,"Greenland","North America","p102"
-73.297,78.044,"Greenland","North America","p102"
-73.159,78.433,"Greenland","North America","p102"
-65.711,79.394,"Greenland","North America","p102"
-65.324,79.758,"Greenland","North America","p102"
-68.023,80.117,"Greenland","North America","p102"
-62.234,81.321,"Greenland","North America","p102"
-62.651,81.77,"Greenland","North America","p102"
-57.207,82.191,"Greenland","North America","p102"
-53.043,81.888,"Greenland","North America","p102"
-50.391,82.439,"Greenland","North America","p102"
-44.523,81.661,"Greenland","North America","p102"
-46.901,82.2,"Greenland","North America","p102"
-46.764,82.628,"Greenland","North America","p102"
-92.228,14.539,"Guatemala","North America","p103"
-91.748,16.067,"Guatemala","North America","p103"
-90.464,16.07,"Guatemala","North America","p103"
-91.454,17.252,"Guatemala","North America","p103"
-91.002,17.255,"Guatemala","North America","p103"
-91.002,17.818,"Guatemala","North America","p103"
-89.143,17.808,"Guatemala","North America","p103"
-89.229,15.887,"Guatemala","North America","p103"
-88.225,15.728,"Guatemala","North America","p103"
-89.353,14.424,"Guatemala","North America","p103"
-90.096,13.735,"Guatemala","North America","p103"
-92.228,14.539,"Guatemala","North America","p103"
-13.7,12.586,"Guinea","Africa","p104"
-10.165,11.844,"Guinea","Africa","p104"
-9.127,12.308,"Guinea","Africa","p104"
-8.03,10.207,"Guinea","Africa","p104"
-7.832,8.576,"Guinea","Africa","p104"
-8.281,7.687,"Guinea","Africa","p104"
-9.209,7.314,"Guinea","Africa","p104"
-9.755,8.541,"Guinea","Africa","p104"
-10.505,8.349,"Guinea","Africa","p104"
-11.117,10.046,"Guinea","Africa","p104"
-12.426,9.836,"Guinea","Africa","p104"
-13.247,8.903,"Guinea","Africa","p104"
-15.13,11.04,"Guinea","Africa","p104"
-13.743,11.811,"Guinea","Africa","p104"
-13.7,12.586,"Guinea","Africa","p104"
-16.677,12.385,"Guinea-Bissau","Africa","p105"
-13.7,12.586,"Guinea-Bissau","Africa","p105"
-13.743,11.811,"Guinea-Bissau","Africa","p105"
-15.13,11.04,"Guinea-Bissau","Africa","p105"
-16.677,12.385,"Guinea-Bissau","Africa","p105"
-56.539,1.9,"Guyana","South America","p106"
-58.54,1.268,"Guyana","South America","p106"
-59.646,1.787,"Guyana","South America","p106"
-59.981,5.014,"Guyana","South America","p106"
-61.41,5.959,"Guyana","South America","p106"
-59.758,8.367,"Guyana","South America","p106"
-57.147,5.973,"Guyana","South America","p106"
-58.045,4.061,"Guyana","South America","p106"
-56.539,1.9,"Guyana","South America","p106"
-71.712,19.714,"Haiti","North America","p107"
-71.708,18.045,"Haiti","North America","p107"
-74.458,18.343,"Haiti","North America","p107"
-72.335,18.668,"Haiti","North America","p107"
-73.19,19.916,"Haiti","North America","p107"
-71.712,19.714,"Haiti","North America","p107"
-83.147,14.996,"Honduras","North America","p108"
-84.925,14.79,"Honduras","North America","p108"
-87.317,12.985,"Honduras","North America","p108"
-87.86,13.893,"Honduras","North America","p108"
-89.353,14.424,"Honduras","North America","p108"
-87.902,15.864,"Honduras","North America","p108"
-84.984,15.996,"Honduras","North America","p108"
-83.147,14.996,"Honduras","North America","p108"
22.086,48.422,"Hungary","Europe","p109"
22.711,47.882,"Hungary","Europe","p109"
21.022,46.316,"Hungary","Europe","p109"
18.456,45.759,"Hungary","Europe","p109"
16.202,46.852,"Hungary","Europe","p109"
16.98,48.123,"Hungary","Europe","p109"
17.857,47.758,"Hungary","Europe","p109"
20.801,48.624,"Hungary","Europe","p109"
22.086,48.422,"Hungary","Europe","p109"
-14.509,66.456,"Iceland","Europe","p110"
-14.74,65.809,"Iceland","Europe","p110"
-13.61,65.127,"Iceland","Europe","p110"
-18.656,63.496,"Iceland","Europe","p110"
-22.763,63.96,"Iceland","Europe","p110"
-21.778,64.402,"Iceland","Europe","p110"
-23.955,64.891,"Iceland","Europe","p110"
-22.227,65.379,"Iceland","Europe","p110"
-24.326,65.611,"Iceland","Europe","p110"
-23.651,66.263,"Iceland","Europe","p110"
-22.135,66.41,"Iceland","Europe","p110"
-20.576,65.732,"Iceland","Europe","p110"
-19.057,66.277,"Iceland","Europe","p110"
-14.509,66.456,"Iceland","Europe","p110"
97.327,28.262,"India","Asia","p111"
97.134,27.084,"India","Asia","p111"
96.419,27.265,"India","Asia","p111"
95.125,26.574,"India","Asia","p111"
94.553,24.675,"India","Asia","p111"
94.107,23.851,"India","Asia","p111"
93.325,24.079,"India","Asia","p111"
93.166,22.278,"India","Asia","p111"
92.673,22.041,"India","Asia","p111"
92.146,23.627,"India","Asia","p111"
91.706,22.985,"India","Asia","p111"
91.159,23.504,"India","Asia","p111"
92.376,24.977,"India","Asia","p111"
89.921,25.27,"India","Asia","p111"
89.832,25.965,"India","Asia","p111"
88.563,26.447,"India","Asia","p111"
88.21,25.768,"India","Asia","p111"
88.932,25.239,"India","Asia","p111"
88.084,24.502,"India","Asia","p111"
88.7,24.234,"India","Asia","p111"
88.889,21.691,"India","Asia","p111"
86.976,21.496,"India","Asia","p111"
86.499,20.152,"India","Asia","p111"
85.06,19.479,"India","Asia","p111"
82.191,16.557,"India","Asia","p111"
80.325,15.899,"India","Asia","p111"
79.858,10.357,"India","Asia","p111"
77.54,7.966,"India","Asia","p111"
76.593,8.899,"India","Asia","p111"
73.534,15.991,"India","Asia","p111"
72.631,21.356,"India","Asia","p111"
70.47,20.877,"India","Asia","p111"
69.164,22.089,"India","Asia","p111"
69.645,22.451,"India","Asia","p111"
69.35,22.843,"India","Asia","p111"
68.177,23.692,"India","Asia","p111"
68.843,24.359,"India","Asia","p111"
71.043,24.357,"India","Asia","p111"
69.514,26.941,"India","Asia","p111"
70.616,27.989,"India","Asia","p111"
71.778,27.913,"India","Asia","p111"
75.259,32.271,"India","Asia","p111"
74.452,32.765,"India","Asia","p111"
73.75,34.318,"India","Asia","p111"
74.24,34.749,"India","Asia","p111"
76.872,34.654,"India","Asia","p111"
77.837,35.494,"India","Asia","p111"
78.912,34.322,"India","Asia","p111"
79.209,32.994,"India","Asia","p111"
79.176,32.484,"India","Asia","p111"
78.458,32.618,"India","Asia","p111"
78.739,31.516,"India","Asia","p111"
81.111,30.183,"India","Asia","p111"
80.088,28.794,"India","Asia","p111"
83.304,27.365,"India","Asia","p111"
88.06,26.415,"India","Asia","p111"
88.12,27.877,"India","Asia","p111"
88.73,28.087,"India","Asia","p111"
88.836,27.099,"India","Asia","p111"
89.745,26.719,"India","Asia","p111"
92.033,26.838,"India","Asia","p111"
91.697,27.772,"India","Asia","p111"
94.566,29.277,"India","Asia","p111"
96.118,29.453,"India","Asia","p111"
96.587,28.831,"India","Asia","p111"
96.249,28.411,"India","Asia","p111"
97.327,28.262,"India","Asia","p111"
141.0,-2.6,"Indonesia","Asia","p112"
141.034,-9.118,"Indonesia","Asia","p112"
140.143,-8.297,"Indonesia","Asia","p112"
137.614,-8.412,"Indonesia","Asia","p112"
138.669,-7.32,"Indonesia","Asia","p112"
137.928,-5.393,"Indonesia","Asia","p112"
133.663,-3.539,"Indonesia","Asia","p112"
132.984,-4.113,"Indonesia","Asia","p112"
131.99,-2.821,"Indonesia","Asia","p112"
133.696,-2.215,"Indonesia","Asia","p112"
132.232,-2.213,"Indonesia","Asia","p112"
130.52,-0.938,"Indonesia","Asia","p112"
132.38,-0.37,"Indonesia","Asia","p112"
133.986,-0.78,"Indonesia","Asia","p112"
134.423,-2.769,"Indonesia","Asia","p112"
135.458,-3.368,"Indonesia","Asia","p112"
137.441,-1.704,"Indonesia","Asia","p112"
141.0,-2.6,"Indonesia","Asia","p112"
124.969,-8.893,"Indonesia","Asia","p113"
124.436,-10.14,"Indonesia","Asia","p113"
123.46,-10.24,"Indonesia","Asia","p113"
123.98,-9.29,"Indonesia","Asia","p113"
124.969,-8.893,"Indonesia","Asia","p113"
134.21,-6.895,"Indonesia","Asia","p114"
134.5,-5.445,"Indonesia","Asia","p114"
134.725,-6.214,"Indonesia","Asia","p114"
134.21,-6.895,"Indonesia","Asia","p114"
117.882,4.138,"Indonesia","Asia","p115"
117.313,3.234,"Indonesia","Asia","p115"
117.876,1.828,"Indonesia","Asia","p115"
118.997,0.902,"Indonesia","Asia","p115"
117.812,0.784,"Indonesia","Asia","p115"
117.522,-0.804,"Indonesia","Asia","p115"
116.56,-1.488,"Indonesia","Asia","p115"
116.148,-4.013,"Indonesia","Asia","p115"
116.001,-3.657,"Indonesia","Asia","p115"
114.865,-4.107,"Indonesia","Asia","p115"
113.257,-3.119,"Indonesia","Asia","p115"
112.068,-3.478,"Indonesia","Asia","p115"
111.703,-2.994,"Indonesia","Asia","p115"
110.224,-2.934,"Indonesia","Asia","p115"
108.953,0.415,"Indonesia","Asia","p115"
109.663,2.006,"Indonesia","Asia","p115"
110.514,0.773,"Indonesia","Asia","p115"
112.86,1.498,"Indonesia","Asia","p115"
113.806,1.218,"Indonesia","Asia","p115"
114.621,1.431,"Indonesia","Asia","p115"
115.866,4.307,"Indonesia","Asia","p115"
117.882,4.138,"Indonesia","Asia","p115"
129.371,-2.802,"Indonesia","Asia","p116"
130.471,-3.094,"Indonesia","Asia","p116"
130.835,-3.858,"Indonesia","Asia","p116"
127.899,-3.393,"Indonesia","Asia","p116"
128.136,-2.844,"Indonesia","Asia","p116"
129.371,-2.802,"Indonesia","Asia","p116"
126.875,-3.791,"Indonesia","Asia","p117"
125.989,-3.177,"Indonesia","Asia","p117"
127.001,-3.129,"Indonesia","Asia","p117"
126.875,-3.791,"Indonesia","Asia","p117"
127.932,2.175,"Indonesia","Asia","p118"
128.688,1.132,"Indonesia","Asia","p118"
128.1,-0.9,"Indonesia","Asia","p118"
127.399,1.012,"Indonesia","Asia","p118"
127.932,2.175,"Indonesia","Asia","p118"
122.928,0.875,"Indonesia","Asia","p119"
125.066,1.643,"Indonesia","Asia","p119"
124.437,0.428,"Indonesia","Asia","p119"
120.183,0.237,"Indonesia","Asia","p119"
120.041,-0.52,"Indonesia","Asia","p119"
120.936,-1.409,"Indonesia","Asia","p119"
123.341,-0.616,"Indonesia","Asia","p119"
121.508,-1.904,"Indonesia","Asia","p119"
123.162,-5.341,"Indonesia","Asia","p119"
122.236,-5.283,"Indonesia","Asia","p119"
122.72,-4.464,"Indonesia","Asia","p119"
121.489,-4.575,"Indonesia","Asia","p119"
120.972,-2.628,"Indonesia","Asia","p119"
120.305,-2.932,"Indonesia","Asia","p119"
120.431,-5.528,"Indonesia","Asia","p119"
119.797,-5.673,"Indonesia","Asia","p119"
119.367,-5.38,"Indonesia","Asia","p119"
119.499,-3.494,"Indonesia","Asia","p119"
118.768,-2.802,"Indonesia","Asia","p119"
119.826,0.154,"Indonesia","Asia","p119"
120.886,1.309,"Indonesia","Asia","p119"
122.928,0.875,"Indonesia","Asia","p119"
120.295,-10.259,"Indonesia","Asia","p120"
118.968,-9.558,"Indonesia","Asia","p120"
119.9,-9.361,"Indonesia","Asia","p120"
120.776,-9.97,"Indonesia","Asia","p120"
120.295,-10.259,"Indonesia","Asia","p120"
121.342,-8.537,"Indonesia","Asia","p121"
122.904,-8.094,"Indonesia","Asia","p121"
122.757,-8.65,"Indonesia","Asia","p121"
121.254,-8.934,"Indonesia","Asia","p121"
119.921,-8.445,"Indonesia","Asia","p121"
121.342,-8.537,"Indonesia","Asia","p121"
118.261,-8.362,"Indonesia","Asia","p122"
119.127,-8.706,"Indonesia","Asia","p122"
116.74,-9.033,"Indonesia","Asia","p122"
117.9,-8.096,"Indonesia","Asia","p122"
118.261,-8.362,"Indonesia","Asia","p122"
108.487,-6.422,"Indonesia","Asia","p123"
112.615,-6.946,"Indonesia","Asia","p123"
112.979,-7.594,"Indonesia","Asia","p123"
115.706,-8.371,"Indonesia","Asia","p123"
114.565,-8.752,"Indonesia","Asia","p123"
106.454,-7.355,"Indonesia","Asia","p123"
105.365,-6.851,"Indonesia","Asia","p123"
106.052,-5.896,"Indonesia","Asia","p123"
108.487,-6.422,"Indonesia","Asia","p123"
104.37,-1.085,"Indonesia","Asia","p124"
104.888,-2.34,"Indonesia","Asia","p124"
106.109,-3.062,"Indonesia","Asia","p124"
105.818,-5.852,"Indonesia","Asia","p124"
104.71,-5.873,"Indonesia","Asia","p124"
101.399,-2.8,"Indonesia","Asia","p124"
98.601,1.824,"Indonesia","Asia","p124"
