"across","along","height","tank","instant"
"20.0","200.0","1.385","Shallow","12"
"40.0","200.0","1.028","Shallow","12"
"60.0","200.0","0.319","Shallow","12"
"80.0","200.0","-0.692","Shallow","12"
"100.0","200.0","-1.847","Shallow","12"
"120.0","200.0","-2.853","Shallow","12"
"140.0","200.0","-3.33","Shallow","12"
"160.0","200.0","-2.97","Shallow","12"
"180.0","200.0","-1.729","Shallow","12"
"200.0","200.0","0.048","Shallow","12"
"220.0","200.0","1.698","Shallow","12"
"240.0","200.0","2.525","Shallow","12"
"260.0","200.0","2.166","Shallow","12"
"280.0","200.0","0.825","Shallow","12"
"300.0","200.0","-0.792","Shallow","12"
"20.0","220.0","-1.847","Shallow","12"
"40.0","220.0","-2.091","Shallow","12"
"60.0","220.0","-2.516","Shallow","12"
"80.0","220.0","-2.988","Shallow","12"
"100.0","220.0","-3.305","Shallow","12"
"120.0","220.0","-3.23","Shallow","12"
"140.0","220.0","-2.581","Shallow","12"
"160.0","220.0","-1.343","Shallow","12"
"180.0","220.0","0.239","Shallow","12"
"200.0","220.0","1.698","Shallow","12"
"220.0","220.0","2.498","Shallow","12"
"240.0","220.0","2.303","Shallow","12"
"260.0","220.0","1.18","Shallow","12"
"280.0","220.0","-0.365","Shallow","12"
"300.0","220.0","-1.603","Shallow","12"
"20.0","240.0","-3.33","Shallow","12"
"40.0","240.0","-3.335","Shallow","12"
"60.0","240.0","-3.284","Shallow","12"
"80.0","240.0","-3.072","Shallow","12"
"100.0","240.0","-2.581","Shallow","12"
"120.0","240.0","-1.729","Shallow","12"
"140.0","240.0","-0.545","Shallow","12"
"160.0","240.0","0.786","Shallow","12"
"180.0","240.0","1.935","Shallow","12"
"200.0","240.0","2.525","Shallow","12"
"220.0","240.0","2.303","Shallow","12"
"240.0","240.0","1.294","Shallow","12"
"260.0","240.0","-0.136","Shallow","12"
"280.0","240.0","-1.404","Shallow","12"
"300.0","240.0","-1.962","Shallow","12"
"20.0","260.0","-2.265","Shallow","12"
"40.0","260.0","-2.093","Shallow","12"
"60.0","260.0","-1.729","Shallow","12"
"80.0","260.0","-1.146","Shallow","12"
"100.0","260.0","-0.345","Shallow","12"
"120.0","260.0","0.609","Shallow","12"
"140.0","260.0","1.566","Shallow","12"
"160.0","260.0","2.295","Shallow","12"
"180.0","260.0","2.548","Shallow","12"
"200.0","260.0","2.166","Shallow","12"
"220.0","260.0","1.18","Shallow","12"
"240.0","260.0","-0.136","Shallow","12"
"260.0","260.0","-1.329","Shallow","12"
"280.0","260.0","-1.94","Shallow","12"
"300.0","260.0","-1.722","Shallow","12"
"20.0","280.0","0.239","Shallow","12"
"40.0","280.0","0.427","Shallow","12"
"60.0","280.0","0.786","Shallow","12"
"80.0","280.0","1.277","Shallow","12"
"100.0","280.0","1.821","Shallow","12"
"120.0","280.0","2.295","Shallow","12"
"140.0","280.0","2.542","Shallow","12"
"160.0","280.0","2.412","Shallow","12"
"180.0","280.0","1.822","Shallow","12"
"200.0","280.0","0.825","Shallow","12"
"220.0","280.0","-0.365","Shallow","12"
"240.0","280.0","-1.404","Shallow","12"
"260.0","280.0","-1.94","Shallow","12"
"280.0","280.0","-1.764","Shallow","12"
"300.0","280.0","-0.933","Shallow","12"
"20.0","300.0","2.219","Shallow","12"
"40.0","300.0","2.295","Shallow","12"
"60.0","300.0","2.416","Shallow","12"
"80.0","300.0","2.525","Shallow","12"
"100.0","300.0","2.538","Shallow","12"
"120.0","300.0","2.361","Shallow","12"
"140.0","300.0","1.916","Shallow","12"
"160.0","300.0","1.18","Shallow","12"
"180.0","300.0","0.219","Shallow","12"
"200.0","300.0","-0.792","Shallow","12"
"220.0","300.0","-1.603","Shallow","12"
"240.0","300.0","-1.962","Shallow","12"
"260.0","300.0","-1.722","Shallow","12"
"280.0","300.0","-0.933","Shallow","12"
"300.0","300.0","0.138","Shallow","12"
"20.0","20.0","2.351","Deep","1"
"40.0","20.0","4.643","Deep","1"
"60.0","20.0","5.74","Deep","1"
"80.0","20.0","5.034","Deep","1"
"100.0","20.0","2.821","Deep","1"
"120.0","20.0","-0.066","Deep","1"
"140.0","20.0","-2.636","Deep","1"
"160.0","20.0","-4.108","Deep","1"
"180.0","20.0","-4.151","Deep","1"
"200.0","20.0","-2.934","Deep","1"
"220.0","20.0","-0.998","Deep","1"
"240.0","20.0","0.968","Deep","1"
"260.0","20.0","2.366","Deep","1"
"280.0","20.0","2.858","Deep","1"
"300.0","20.0","2.425","Deep","1"
"20.0","40.0","4.643","Deep","1"
"40.0","40.0","5.472","Deep","1"
"60.0","40.0","5.687","Deep","1"
"80.0","40.0","4.547","Deep","1"
"100.0","40.0","2.218","Deep","1"
"120.0","40.0","-0.576","Deep","1"
"140.0","40.0","-2.945","Deep","1"
"160.0","40.0","-4.197","Deep","1"
"180.0","40.0","-4.066","Deep","1"
"200.0","40.0","-2.753","Deep","1"
"220.0","40.0","-0.803","Deep","1"
"240.0","40.0","1.118","Deep","1"
"260.0","40.0","2.441","Deep","1"
"280.0","40.0","2.855","Deep","1"
"300.0","40.0","2.367","Deep","1"
"20.0","60.0","5.74","Deep","1"
"40.0","60.0","5.687","Deep","1"
"60.0","60.0","5.034","Deep","1"
"80.0","60.0","3.421","Deep","1"
"100.0","60.0","1.036","Deep","1"
"120.0","60.0","-1.502","Deep","1"
"140.0","60.0","-3.46","Deep","1"
"160.0","60.0","-4.296","Deep","1"
"180.0","60.0","-3.851","Deep","1"
"200.0","60.0","-2.378","Deep","1"
"220.0","60.0","-0.418","Deep","1"
"240.0","60.0","1.402","Deep","1"
"260.0","60.0","2.571","Deep","1"
"280.0","60.0","2.836","Deep","1"
"300.0","60.0","2.242","Deep","1"
"20.0","80.0","5.034","Deep","1"
"40.0","80.0","4.547","Deep","1"
"60.0","80.0","3.421","Deep","1"
"80.0","80.0","1.62","Deep","1"
"100.0","80.0","-0.576","Deep","1"
"120.0","80.0","-2.636","Deep","1"
"140.0","80.0","-3.991","Deep","1"
"160.0","80.0","-4.269","Deep","1"
"180.0","80.0","-3.434","Deep","1"
"200.0","80.0","-1.791","Deep","1"
"220.0","80.0","0.135","Deep","1"
"240.0","80.0","1.781","Deep","1"
"260.0","80.0","2.719","Deep","1"
"280.0","80.0","2.772","Deep","1"
"300.0","80.0","2.036","Deep","1"
"20.0","100.0","2.821","Deep","1"
"40.0","100.0","2.218","Deep","1"
"60.0","100.0","1.036","Deep","1"
"80.0","100.0","-0.576","Deep","1"
"100.0","100.0","-2.293","Deep","1"
"120.0","100.0","-3.668","Deep","1"
"140.0","100.0","-4.296","Deep","1"
"160.0","100.0","-3.965","Deep","1"
"180.0","100.0","-2.753","Deep","1"
"200.0","100.0","-0.998","Deep","1"
"220.0","100.0","0.811","Deep","1"
"240.0","100.0","2.197","Deep","1"
"260.0","100.0","2.832","Deep","1"
"280.0","100.0","2.627","Deep","1"
"300.0","100.0","1.735","Deep","1"
"20.0","120.0","-0.066","Deep","1"
"40.0","120.0","-0.576","Deep","1"
"60.0","120.0","-1.502","Deep","1"
"80.0","120.0","-2.636","Deep","1"
"100.0","120.0","-3.668","Deep","1"
"120.0","120.0","-4.259","Deep","1"
"140.0","120.0","-4.151","Deep","1"
"160.0","120.0","-3.275","Deep","1"
"180.0","120.0","-1.791","Deep","1"
"200.0","120.0","-0.046","Deep","1"
"220.0","120.0","1.534","Deep","1"
"240.0","120.0","2.571","Deep","1"
"260.0","120.0","2.848","Deep","1"
"280.0","120.0","2.367","Deep","1"
"300.0","120.0","1.329","Deep","1"
"20.0","140.0","-2.636","Deep","1"
"40.0","140.0","-2.945","Deep","1"
"60.0","140.0","-3.46","Deep","1"
"80.0","140.0","-3.991","Deep","1"
"100.0","140.0","-4.296","Deep","1"
"120.0","140.0","-4.151","Deep","1"
"140.0","140.0","-3.434","Deep","1"
"160.0","140.0","-2.185","Deep","1"
"180.0","140.0","-0.609","Deep","1"
"200.0","140.0","0.968","Deep","1"
"220.0","140.0","2.197","Deep","1"
"240.0","140.0","2.813","Deep","1"
"260.0","140.0","2.708","Deep","1"
"280.0","140.0","1.963","Deep","1"
"300.0","140.0","0.821","Deep","1"
"20.0","160.0","-4.108","Deep","1"
"40.0","160.0","-4.197","Deep","1"
"60.0","160.0","-4.296","Deep","1"
"80.0","160.0","-4.269","Deep","1"
"100.0","160.0","-3.965","Deep","1"
"120.0","160.0","-3.275","Deep","1"
"140.0","160.0","-2.185","Deep","1"
"160.0","160.0","-0.803","Deep","1"
"180.0","160.0","0.65","Deep","1"
"200.0","160.0","1.895","Deep","1"
"220.0","160.0","2.676","Deep","1"
"240.0","160.0","2.836","Deep","1"
"260.0","160.0","2.367","Deep","1"
"280.0","160.0","1.412","Deep","1"
"300.0","160.0","0.233","Deep","1"
"20.0","180.0","-4.151","Deep","1"
"40.0","180.0","-4.066","Deep","1"
"60.0","180.0","-3.851","Deep","1"
"80.0","180.0","-3.434","Deep","1"
"100.0","180.0","-2.753","Deep","1"
"120.0","180.0","-1.791","Deep","1"
"140.0","180.0","-0.609","Deep","1"
"160.0","180.0","0.65","Deep","1"
"180.0","180.0","1.781","Deep","1"
"200.0","180.0","2.571","Deep","1"
"220.0","180.0","2.858","Deep","1"
"240.0","180.0","2.582","Deep","1"
"260.0","180.0","1.813","Deep","1"
"280.0","180.0","0.736","Deep","1"
"300.0","180.0","-0.393","Deep","1"
"20.0","200.0","-2.934","Deep","1"
"40.0","200.0","-2.753","Deep","1"
"60.0","200.0","-2.378","Deep","1"
"80.0","200.0","-1.791","Deep","1"
"100.0","200.0","-0.998","Deep","1"
"120.0","200.0","-0.046","Deep","1"
"140.0","200.0","0.968","Deep","1"
"160.0","200.0","1.895","Deep","1"
"180.0","200.0","2.571","Deep","1"
"200.0","200.0","2.854","Deep","1"
"220.0","200.0","2.669","Deep","1"
"240.0","200.0","2.036","Deep","1"
"260.0","200.0","1.076","Deep","1"
"280.0","200.0","-0.01","Deep","1"
"300.0","200.0","-0.991","Deep","1"
"20.0","220.0","-0.998","Deep","1"
"40.0","220.0","-0.803","Deep","1"
"60.0","220.0","-0.418","Deep","1"
"80.0","220.0","0.135","Deep","1"
"100.0","220.0","0.811","Deep","1"
"120.0","220.0","1.534","Deep","1"
"140.0","220.0","2.197","Deep","1"
"160.0","220.0","2.676","Deep","1"
"180.0","220.0","2.858","Deep","1"
"200.0","220.0","2.669","Deep","1"
"220.0","220.0","2.107","Deep","1"
"240.0","220.0","1.245","Deep","1"
"260.0","220.0","0.233","Deep","1"
"280.0","220.0","-0.741","Deep","1"
"300.0","220.0","-1.488","Deep","1"
"20.0","240.0","0.968","Deep","1"
"40.0","240.0","1.118","Deep","1"
"60.0","240.0","1.402","Deep","1"
"80.0","240.0","1.781","Deep","1"
"100.0","240.0","2.197","Deep","1"
"120.0","240.0","2.571","Deep","1"
"140.0","240.0","2.813","Deep","1"
"160.0","240.0","2.836","Deep","1"
"180.0","240.0","2.582","Deep","1"
"200.0","240.0","2.036","Deep","1"
"220.0","240.0","1.245","Deep","1"
"240.0","240.0","0.315","Deep","1"
"260.0","240.0","-0.607","Deep","1"
"280.0","240.0","-1.359","Deep","1"
"300.0","240.0","-1.806","Deep","1"
"20.0","260.0","2.366","Deep","1"
"40.0","260.0","2.441","Deep","1"
"60.0","260.0","2.571","Deep","1"
"80.0","260.0","2.719","Deep","1"
"100.0","260.0","2.832","Deep","1"
"120.0","260.0","2.848","Deep","1"
"140.0","260.0","2.708","Deep","1"
"160.0","260.0","2.367","Deep","1"
"180.0","260.0","1.813","Deep","1"
"200.0","260.0","1.076","Deep","1"
"220.0","260.0","0.233","Deep","1"
"240.0","260.0","-0.607","Deep","1"
"260.0","260.0","-1.312","Deep","1"
"280.0","260.0","-1.766","Deep","1"
"300.0","260.0","-1.89","Deep","1"
"20.0","280.0","2.858","Deep","1"
"40.0","280.0","2.855","Deep","1"
"60.0","280.0","2.836","Deep","1"
"80.0","280.0","2.772","Deep","1"
"100.0","280.0","2.627","Deep","1"
"120.0","280.0","2.367","Deep","1"
"140.0","280.0","1.963","Deep","1"
"160.0","280.0","1.412","Deep","1"
"180.0","280.0","0.736","Deep","1"
"200.0","280.0","-0.01","Deep","1"
"220.0","280.0","-0.741","Deep","1"
"240.0","280.0","-1.359","Deep","1"
"260.0","280.0","-1.766","Deep","1"
"280.0","280.0","-1.893","Deep","1"
"300.0","280.0","-1.714","Deep","1"
"20.0","300.0","2.425","Deep","1"
"40.0","300.0","2.367","Deep","1"
"60.0","300.0","2.242","Deep","1"
"80.0","300.0","2.036","Deep","1"
"100.0","300.0","1.735","Deep","1"
"120.0","300.0","1.329","Deep","1"
"140.0","300.0","0.821","Deep","1"
"160.0","300.0","0.233","Deep","1"
"180.0","300.0","-0.393","Deep","1"
"200.0","300.0","-0.991","Deep","1"
"220.0","300.0","-1.488","Deep","1"
"240.0","300.0","-1.806","Deep","1"
"260.0","300.0","-1.89","Deep","1"
"280.0","300.0","-1.714","Deep","1"
"300.0","300.0","-1.296","Deep","1"
"20.0","20.0","-0.714","Deep","2"
"40.0","20.0","2.191","Deep","2"
"60.0","20.0","4.641","Deep","2"
"80.0","20.0","5.571","Deep","2"
"100.0","20.0","4.717","Deep","2"
"120.0","20.0","2.484","Deep","2"
"140.0","20.0","-0.281","Deep","2"
"160.0","20.0","-2.643","Deep","2"
"180.0","20.0","-3.911","Deep","2"
"200.0","20.0","-3.831","Deep","2"
"220.0","20.0","-2.609","Deep","2"
"240.0","20.0","-0.773","Deep","2"
"260.0","20.0","1.036","Deep","2"
"280.0","20.0","2.277","Deep","2"
"300.0","20.0","2.661","Deep","2"
"20.0","40.0","2.191","Deep","2"
"40.0","40.0","3.712","Deep","2"
"60.0","40.0","5.195","Deep","2"
"80.0","40.0","5.508","Deep","2"
"100.0","40.0","4.325","Deep","2"
"120.0","40.0","2.001","Deep","2"
"140.0","40.0","-0.687","Deep","2"
"160.0","40.0","-2.884","Deep","2"
"180.0","40.0","-3.971","Deep","2"
"200.0","40.0","-3.75","Deep","2"
"220.0","40.0","-2.451","Deep","2"
"240.0","40.0","-0.606","Deep","2"
"260.0","40.0","1.161","Deep","2"
"280.0","40.0","2.336","Deep","2"
"300.0","40.0","2.654","Deep","2"
"20.0","60.0","4.641","Deep","2"
"40.0","60.0","5.195","Deep","2"
"60.0","60.0","5.571","Deep","2"
"80.0","60.0","5.057","Deep","2"
"100.0","60.0","3.439","Deep","2"
"120.0","60.0","1.049","Deep","2"
"140.0","60.0","-1.434","Deep","2"
"160.0","60.0","-3.292","Deep","2"
"180.0","60.0","-4.034","Deep","2"
"200.0","60.0","-3.554","Deep","2"
"220.0","60.0","-2.125","Deep","2"
"240.0","60.0","-0.279","Deep","2"
"260.0","60.0","1.398","Deep","2"
"280.0","60.0","2.44","Deep","2"
"300.0","60.0","2.629","Deep","2"
"20.0","80.0","5.571","Deep","2"
"40.0","80.0","5.508","Deep","2"
"60.0","80.0","5.057","Deep","2"
"80.0","80.0","3.895","Deep","2"
"100.0","80.0","2.001","Deep","2"
"120.0","80.0","-0.281","Deep","2"
"140.0","80.0","-2.378","Deep","2"
"160.0","80.0","-3.729","Deep","2"
"180.0","80.0","-4.0","Deep","2"
"200.0","80.0","-3.19","Deep","2"
"220.0","80.0","-1.621","Deep","2"
"240.0","80.0","0.192","Deep","2"
"260.0","80.0","1.716","Deep","2"
"280.0","80.0","2.557","Deep","2"
"300.0","80.0","2.564","Deep","2"
"20.0","100.0","4.717","Deep","2"
"40.0","100.0","4.325","Deep","2"
"60.0","100.0","3.439","Deep","2"
"80.0","100.0","2.001","Deep","2"
"100.0","100.0","0.146","Deep","2"
"120.0","100.0","-1.773","Deep","2"
"140.0","100.0","-3.292","Deep","2"
"160.0","100.0","-4.012","Deep","2"
"180.0","100.0","-3.75","Deep","2"
"200.0","100.0","-2.609","Deep","2"
"220.0","100.0","-0.941","Deep","2"
"240.0","100.0","0.771","Deep","2"
"260.0","100.0","2.068","Deep","2"
"280.0","100.0","2.645","Deep","2"
"300.0","100.0","2.429","Deep","2"
"20.0","120.0","2.484","Deep","2"
"40.0","120.0","2.001","Deep","2"
"60.0","120.0","1.049","Deep","2"
"80.0","120.0","-0.281","Deep","2"
"100.0","120.0","-1.773","Deep","2"
"120.0","120.0","-3.1","Deep","2"
"140.0","120.0","-3.911","Deep","2"
"160.0","120.0","-3.957","Deep","2"
"180.0","120.0","-3.19","Deep","2"
"200.0","120.0","-1.791","Deep","2"
"220.0","120.0","-0.119","Deep","2"
"240.0","120.0","1.398","Deep","2"
"260.0","120.0","2.391","Deep","2"
"280.0","120.0","2.654","Deep","2"
"300.0","120.0","2.196","Deep","2"
"20.0","140.0","-0.281","Deep","2"
"40.0","140.0","-0.687","Deep","2"
"60.0","140.0","-1.434","Deep","2"
"80.0","140.0","-2.378","Deep","2"
"100.0","140.0","-3.292","Deep","2"
"120.0","140.0","-3.911","Deep","2"
"140.0","140.0","-4.0","Deep","2"
"160.0","140.0","-3.441","Deep","2"
"180.0","140.0","-2.29","Deep","2"
"200.0","140.0","-0.773","Deep","2"
"220.0","140.0","0.771","Deep","2"
"240.0","140.0","1.988","Deep","2"
"260.0","140.0","2.61","Deep","2"
"280.0","140.0","2.535","Deep","2"
"300.0","140.0","1.842","Deep","2"
"20.0","160.0","-2.643","Deep","2"
"40.0","160.0","-2.884","Deep","2"
"60.0","160.0","-3.292","Deep","2"
"80.0","160.0","-3.729","Deep","2"
"100.0","160.0","-4.012","Deep","2"
"120.0","160.0","-3.957","Deep","2"
"140.0","160.0","-3.441","Deep","2"
"160.0","160.0","-2.451","Deep","2"
"180.0","160.0","-1.11","Deep","2"
"200.0","160.0","0.343","Deep","2"
"220.0","160.0","1.615","Deep","2"
"240.0","160.0","2.44","Deep","2"
"260.0","160.0","2.654","Deep","2"
"280.0","160.0","2.247","Deep","2"
"300.0","160.0","1.36","Deep","2"
"20.0","180.0","-3.911","Deep","2"
"40.0","180.0","-3.971","Deep","2"
"60.0","180.0","-4.034","Deep","2"
"80.0","180.0","-4.0","Deep","2"
"100.0","180.0","-3.75","Deep","2"
"120.0","180.0","-3.19","Deep","2"
"140.0","180.0","-2.29","Deep","2"
"160.0","180.0","-1.11","Deep","2"
"180.0","180.0","0.192","Deep","2"
"200.0","180.0","1.398","Deep","2"
"220.0","180.0","2.277","Deep","2"
"240.0","180.0","2.656","Deep","2"
"260.0","180.0","2.467","Deep","2"
"280.0","180.0","1.777","Deep","2"
"300.0","180.0","0.765","Deep","2"
"20.0","200.0","-3.831","Deep","2"
"40.0","200.0","-3.75","Deep","2"
"60.0","200.0","-3.554","Deep","2"
"80.0","200.0","-3.19","Deep","2"
"100.0","200.0","-2.609","Deep","2"
"120.0","200.0","-1.791","Deep","2"
"140.0","200.0","-0.773","Deep","2"
"160.0","200.0","0.343","Deep","2"
"180.0","200.0","1.398","Deep","2"
"200.0","200.0","2.212","Deep","2"
"220.0","200.0","2.63","Deep","2"
"240.0","200.0","2.564","Deep","2"
"260.0","200.0","2.027","Deep","2"
"280.0","200.0","1.14","Deep","2"
"300.0","200.0","0.101","Deep","2"
"20.0","220.0","-2.609","Deep","2"
"40.0","220.0","-2.451","Deep","2"
"60.0","220.0","-2.125","Deep","2"
"80.0","220.0","-1.621","Deep","2"
"100.0","220.0","-0.941","Deep","2"
"120.0","220.0","-0.119","Deep","2"
"140.0","220.0","0.771","Deep","2"
"160.0","220.0","1.615","Deep","2"
"180.0","220.0","2.277","Deep","2"
"200.0","220.0","2.63","Deep","2"
"220.0","220.0","2.589","Deep","2"
"240.0","220.0","2.142","Deep","2"
"260.0","220.0","1.36","Deep","2"
"280.0","220.0","0.392","Deep","2"
"300.0","220.0","-0.568","Deep","2"
"20.0","240.0","-0.773","Deep","2"
"40.0","240.0","-0.606","Deep","2"
"60.0","240.0","-0.279","Deep","2"
"80.0","240.0","0.192","Deep","2"
"100.0","240.0","0.771","Deep","2"
"120.0","240.0","1.398","Deep","2"
"140.0","240.0","1.988","Deep","2"
"160.0","240.0","2.44","Deep","2"
"180.0","240.0","2.656","Deep","2"
"200.0","240.0","2.564","Deep","2"
"220.0","240.0","2.142","Deep","2"
"240.0","240.0","1.432","Deep","2"
"260.0","240.0","0.541","Deep","2"
"280.0","240.0","-0.378","Deep","2"
"300.0","240.0","-1.156","Deep","2"
"20.0","260.0","1.036","Deep","2"
"40.0","260.0","1.161","Deep","2"
"60.0","260.0","1.398","Deep","2"
"80.0","260.0","1.716","Deep","2"
"100.0","260.0","2.068","Deep","2"
"120.0","260.0","2.391","Deep","2"
"140.0","260.0","2.61","Deep","2"
"160.0","260.0","2.654","Deep","2"
"180.0","260.0","2.467","Deep","2"
"200.0","260.0","2.027","Deep","2"
"220.0","260.0","1.36","Deep","2"
"240.0","260.0","0.541","Deep","2"
"260.0","260.0","-0.313","Deep","2"
"280.0","260.0","-1.063","Deep","2"
"300.0","260.0","-1.58","Deep","2"
"20.0","280.0","2.277","Deep","2"
"40.0","280.0","2.336","Deep","2"
"60.0","280.0","2.44","Deep","2"
"80.0","280.0","2.557","Deep","2"
"100.0","280.0","2.645","Deep","2"
"120.0","280.0","2.654","Deep","2"
"140.0","280.0","2.535","Deep","2"
"160.0","280.0","2.247","Deep","2"
"180.0","280.0","1.777","Deep","2"
"200.0","280.0","1.14","Deep","2"
"220.0","280.0","0.392","Deep","2"
"240.0","280.0","-0.378","Deep","2"
"260.0","280.0","-1.063","Deep","2"
"280.0","280.0","-1.554","Deep","2"
"300.0","280.0","-1.769","Deep","2"
"20.0","300.0","2.661","Deep","2"
"40.0","300.0","2.654","Deep","2"
"60.0","300.0","2.629","Deep","2"
"80.0","300.0","2.564","Deep","2"
"100.0","300.0","2.429","Deep","2"
"120.0","300.0","2.196","Deep","2"
"140.0","300.0","1.842","Deep","2"
"160.0","300.0","1.36","Deep","2"
"180.0","300.0","0.765","Deep","2"
"200.0","300.0","0.101","Deep","2"
"220.0","300.0","-0.568","Deep","2"
"240.0","300.0","-1.156","Deep","2"
"260.0","300.0","-1.58","Deep","2"
"280.0","300.0","-1.769","Deep","2"
"300.0","300.0","-1.688","Deep","2"
"20.0","20.0","-3.588","Deep","3"
"40.0","20.0","-0.849","Deep","3"
"60.0","20.0","2.298","Deep","3"
"80.0","20.0","4.616","Deep","3"
"100.0","20.0","5.348","Deep","3"
"120.0","20.0","4.368","Deep","3"
"140.0","20.0","2.15","Deep","3"
"160.0","20.0","-0.47","Deep","3"
"180.0","20.0","-2.623","Deep","3"
"200.0","20.0","-3.702","Deep","3"
"220.0","20.0","-3.52","Deep","3"
"240.0","20.0","-2.306","Deep","3"
"260.0","20.0","-0.572","Deep","3"
"280.0","20.0","1.086","Deep","3"
"300.0","20.0","2.184","Deep","3"
"20.0","40.0","-0.849","Deep","3"
"40.0","40.0","0.957","Deep","3"
"60.0","40.0","3.311","Deep","3"
"80.0","40.0","4.993","Deep","3"
"100.0","40.0","5.273","Deep","3"
"120.0","40.0","4.041","Deep","3"
"140.0","40.0","1.755","Deep","3"
"160.0","40.0","-0.798","Deep","3"
"180.0","40.0","-2.812","Deep","3"
"200.0","40.0","-3.741","Deep","3"
"220.0","40.0","-3.442","Deep","3"
"240.0","40.0","-2.168","Deep","3"
"260.0","40.0","-0.43","Deep","3"
"280.0","40.0","1.191","Deep","3"
"300.0","40.0","2.231","Deep","3"
"20.0","60.0","2.298","Deep","3"
"40.0","60.0","3.311","Deep","3"
"60.0","60.0","4.616","Deep","3"
"80.0","60.0","5.338","Deep","3"
"100.0","60.0","4.919","Deep","3"
"120.0","60.0","3.319","Deep","3"
"140.0","60.0","0.976","Deep","3"
"160.0","60.0","-1.407","Deep","3"
"180.0","60.0","-3.137","Deep","3"
"200.0","60.0","-3.777","Deep","3"
"220.0","60.0","-3.263","Deep","3"
"240.0","60.0","-1.884","Deep","3"
"260.0","60.0","-0.15","Deep","3"
"280.0","60.0","1.389","Deep","3"
"300.0","60.0","2.313","Deep","3"
"20.0","80.0","4.616","Deep","3"
"40.0","80.0","4.993","Deep","3"
"60.0","80.0","5.338","Deep","3"
"80.0","80.0","5.126","Deep","3"
"100.0","80.0","4.041","Deep","3"
"120.0","80.0","2.15","Deep","3"
"140.0","80.0","-0.127","Deep","3"
"160.0","80.0","-2.19","Deep","3"
"180.0","80.0","-3.493","Deep","3"
"200.0","80.0","-3.734","Deep","3"
"220.0","80.0","-2.943","Deep","3"
"240.0","80.0","-1.448","Deep","3"
"260.0","80.0","0.253","Deep","3"
"280.0","80.0","1.656","Deep","3"
"300.0","80.0","2.404","Deep","3"
"20.0","100.0","5.348","Deep","3"
"40.0","100.0","5.273","Deep","3"
"60.0","100.0","4.919","Deep","3"
"80.0","100.0","4.041","Deep","3"
"100.0","100.0","2.545","Deep","3"
"120.0","100.0","0.597","Deep","3"
"140.0","100.0","-1.407","Deep","3"
"160.0","100.0","-2.983","Deep","3"
"180.0","100.0","-3.741","Deep","3"
"200.0","100.0","-3.52","Deep","3"
"220.0","100.0","-2.441","Deep","3"
"240.0","100.0","-0.861","Deep","3"
"260.0","100.0","0.749","Deep","3"
"280.0","100.0","1.954","Deep","3"
"300.0","100.0","2.472","Deep","3"
"20.0","120.0","4.368","Deep","3"
"40.0","120.0","4.041","Deep","3"
"60.0","120.0","3.319","Deep","3"
"80.0","120.0","2.15","Deep","3"
"100.0","120.0","0.597","Deep","3"
"120.0","120.0","-1.111","Deep","3"
"140.0","120.0","-2.623","Deep","3"
"160.0","120.0","-3.579","Deep","3"
"180.0","120.0","-3.734","Deep","3"
"200.0","120.0","-3.056","Deep","3"
"220.0","120.0","-1.74","Deep","3"
"240.0","120.0","-0.15","Deep","3"
"260.0","120.0","1.292","Deep","3"
"280.0","120.0","2.231","Deep","3"
"300.0","120.0","2.474","Deep","3"
"20.0","140.0","2.15","Deep","3"
"40.0","140.0","1.755","Deep","3"
"60.0","140.0","0.976","Deep","3"
"80.0","140.0","-0.127","Deep","3"
"100.0","140.0","-1.407","Deep","3"
"120.0","140.0","-2.623","Deep","3"
"140.0","140.0","-3.493","Deep","3"
"160.0","140.0","-3.775","Deep","3"
"180.0","140.0","-3.357","Deep","3"
"200.0","140.0","-2.306","Deep","3"
"220.0","140.0","-0.861","Deep","3"
"240.0","140.0","0.63","Deep","3"
"260.0","140.0","1.814","Deep","3"
"280.0","140.0","2.427","Deep","3"
"300.0","140.0","2.369","Deep","3"
"20.0","160.0","-0.47","Deep","3"
"40.0","160.0","-0.798","Deep","3"
"60.0","160.0","-1.407","Deep","3"
"80.0","160.0","-2.19","Deep","3"
"100.0","160.0","-2.983","Deep","3"
"120.0","160.0","-3.579","Deep","3"
"140.0","160.0","-3.775","Deep","3"
"160.0","160.0","-3.442","Deep","3"
"180.0","160.0","-2.573","Deep","3"
"200.0","160.0","-1.301","Deep","3"
"220.0","160.0","0.121","Deep","3"
"240.0","160.0","1.389","Deep","3"
"260.0","160.0","2.231","Deep","3"
"280.0","160.0","2.48","Deep","3"
"300.0","160.0","2.123","Deep","3"
"20.0","180.0","-2.623","Deep","3"
"40.0","180.0","-2.812","Deep","3"
"60.0","180.0","-3.137","Deep","3"
"80.0","180.0","-3.493","Deep","3"
"100.0","180.0","-3.741","Deep","3"
"120.0","180.0","-3.734","Deep","3"
"140.0","180.0","-3.357","Deep","3"
"160.0","180.0","-2.573","Deep","3"
"180.0","180.0","-1.448","Deep","3"
"200.0","180.0","-0.15","Deep","3"
"220.0","180.0","1.086","Deep","3"
"240.0","180.0","2.018","Deep","3"
"260.0","180.0","2.461","Deep","3"
"280.0","180.0","2.341","Deep","3"
"300.0","180.0","1.719","Deep","3"
"20.0","200.0","-3.702","Deep","3"
"40.0","200.0","-3.741","Deep","3"
"60.0","200.0","-3.777","Deep","3"
"80.0","200.0","-3.734","Deep","3"
